ID,encoded_pixels
image_080,<empty>
image_081,1:39199 11 39757 11 40313 17 40871 17 41426 24 41490 17 41982 29 42043 24 42540 29 42601 24 43098 33 43142 6 43159 26 43656 33 43700 6 43717 26 44212 48 44273 31 44770 48 44831 31 45326 96 45884 96 46440 98 46998 98 47556 100 48112 104 48670 104 49225 112 49783 112 50341 118 50899 118 51455 127 52013 127 52569 131 53127 131 53685 133 53820 2 54241 146 54799 146 55355 152 55913 152 56468 160 57026 160 57582 166 58140 166 58687 179 59245 179 59801 11 59814 2 59819 2 59823 163 60359 7 60368 2 60381 166 60917 7 60926 2 60939 166 61497 168 62055 168 62613 170 63171 170 63729 172 64287 172 64845 177 65403 179 65961 179 66519 181 67077 181 67635 183 68193 183 68751 183 69309 183 69867 185 70425 185 70985 183 71543 185 72101 185 72659 185 73217 185 73773 187 74331 187 74889 190 75447 190 76005 190 76563 190 77119 192 77677 192 78235 192 78793 192 79351 192 79909 194 80467 194 81023 196 81581 196 82139 198 82697 198 83250 203 83789 2 83806 207 84347 2 84364 207 84903 10 84929 202 85461 10 85487 202 86016 13 86045 202 86574 13 86603 202 87119 33 87163 203 87677 33 87721 203 88235 11 88248 20 88281 203 88793 11 88806 20 88839 203 89351 35 89397 203 89909 37 89955 203 90467 37 90513 203 91041 26 91069 205 91599 26 91627 205 92163 17 92185 205 92721 17 92743 205 93288 2 93303 203 93846 2 93861 203 94421 199 94979 199 95537 199 96097 197 96655 197 97213 194 97771 194 98332 194 98890 194 99450 189 100008 189 100568 187 101126 187 101684 187 102244 185 102802 185 103362 181 103920 181 104480 179 105038 179 105599 174 106157 174 106719 168 107292 74 107379 66 107850 74 107937 66 108415 59 108502 2 108506 53 108973 59 109060 2 109064 53 109537 22 109568 2 109572 2 109577 2 109625 45 110095 22 110126 2 110130 2 110135 2 110183 45 110660 9 110743 41 111218 9 111301 41 111859 39 112417 39 112975 2 112979 28 113010 2 113541 16 114099 16 114662 2 115220 2 122182 2 122740 2 123296 4 123854 4 124409 11 124967 11 125525 11 126079 15 126637 15 127195 15 127753 15 128309 19 128867 19 129427 15 129985 15 130539 21 131099 17 131657 17 132186 11 132208 24 132744 11 132766 24 133298 15 133331 15 133856 15 133889 15 134414 20 134445 19 134972 20 135003 19 135530 15 135548 2 135565 13 136088 15 136106 2 136123 13 136640 34 136677 17 137195 33 137230 2 137235 17 137753 33 137788 2 137793 17 138307 65 138865 65 139421 67 139979 67 140535 69 141093 69 141648 70 142206 70 142762 70 143318 72 143876 72 144434 68 144992 68 145550 66 146108 66 146664 57 146723 2 147222 57 147281 2 147780 50 148338 50 148898 46 149456 42 150014 42 150572 39 151130 39 151690 35 152248 35 152804 37 153362 37 153922 33 154480 33 155034 35 155598 29 156156 29 156719 24 157277 24 157837 20 158395 20 158957 13 159515 13 160073 3 160078 6 160631 3 160636 6 161192 6 161747 5 162305 5 162861 7 163419 7 163977 2 164535 2 165093 2 165651 2~2:155588 10 156146 10 156701 18 157259 18 157813 24 157857 2 158371 24 158415 2 158927 30 158970 3 159485 30 159528 3 160036 37 160076 2 160594 37 160634 2 161150 42 161704 43 162262 43 162820 41 163378 41 163940 35 164498 35 165065 26 165623 26 166192 11
image_082,2:75343 10 75775 10 76204 22 76636 22 77066 29 77498 29 77927 37 78359 37 78787 44 79216 51 79648 51 80078 54 80510 54 80939 61 81371 61 81801 63 82233 63 82662 67 83094 67 83524 71 83956 71 84385 74 84817 74 85247 78 85678 79 86110 79 86542 81 86974 81 87404 83 87836 83 88266 85 88698 85 89128 88 89560 88 89991 89 90423 89 90855 89 91287 88 91719 88 92149 88 92581 88 93013 88 93445 88 93877 88 94309 88 94739 90 95171 90 95603 90 96035 90 96466 91 96898 91 97330 91 97760 95 98192 95 98622 100 99054 100 99485 103 99917 103 100347 106 100779 106 101209 110 101641 110 102072 111 102504 111 102934 115 103366 115 103796 115 104223 120 104655 120 105085 122 105517 122 105946 127 106378 127 106808 129 107240 129 107666 135 108098 135 108528 138 108960 138 109390 140 109821 141 110253 141 110683 143 111115 143 111547 143 111979 143 112411 142 112843 142 113275 132 113707 132 114139 130 114571 130 115001 130 115433 130 115865 128 116297 123 116729 123 117161 101 117266 13 117593 101 117698 13 118025 98 118125 1 118457 98 118557 1 118889 101 119321 101 119753 91 119846 2 119849 2 120185 91 120278 2 120281 2 120619 86 120715 2 121051 86 121147 2 121483 86 121581 1 121915 88 122011 3 122347 88 122443 3 122781 86 122873 2 122877 1 123213 86 123305 2 123309 1 123645 86 124077 86 124510 85 124942 85 125376 81 125808 81 126243 16 126274 45 126675 16 126706 45 127112 2 127143 39 127544 2 127575 39 128008 38 128440 36 128872 36 129304 31 129736 31 130172 5 130604 5
image_083,<empty>
image_084,1:75394 19 75954 19 76509 31 77069 31 77625 37 78185 37 78743 43 79303 43 79861 48 80418 53 80978 53 81538 55 82098 55 82658 57 83218 57 83776 61 84336 61 84896 64 85456 64 86014 66 86574 68 87134 68 87694 68 88254 68 88814 68 89374 68 89934 68 90494 68 91054 68 91614 68 92174 68 92734 68 93294 68 93854 68 94414 68 94976 66 95536 66 96098 62 96658 62 97221 59 97781 59 98343 54 98905 50 99465 50 100029 42 100589 42 101154 32 101714 32 102280 13 102840 13
image_085,1:194386 25 195165 25 195929 52 196708 52 197478 70 198257 70 199036 70 199809 82 200588 82 201361 94 202140 94 202916 103 203695 103 204471 109 205250 109 206029 109 206805 118 207584 118 208360 124 209139 124 209915 130 210694 130 211473 130 212252 134 213031 134 213807 140 214586 140 215365 143 216144 143 216923 143 217702 143 218481 143 219260 143 220039 143 220818 146 221597 146 222376 146 223155 146 223934 149 224713 149 225492 149 226271 149 227050 149 227829 152 228608 152 229387 152 230166 152 230945 152 231724 152 232503 152 233282 155 234061 155 234840 155 235619 155 236398 155 237177 155 237956 155 238735 158 239514 158 240293 158 241072 158 241851 158 242630 158 243409 158 244188 158 244967 158 245746 161 246525 161 247304 161 248083 161 248865 158 249644 158 250423 158 251202 158 251981 158 252763 158 253542 158 254321 155 255100 155 255882 155 256661 155 257440 155 258219 155 258998 155 259780 152 260559 152 261338 152 262117 152 262896 152 263678 149 264457 149 265239 146 266018 146 266800 143 267579 143 268361 140 269140 140 269919 140 270701 137 271480 137 272262 128 273041 128 273823 125 274602 125 275384 116 276163 116 276942 116 277727 107 278506 107 279288 101 280067 101 280849 92 281628 92 282407 92 283192 79 283971 79 284753 67 285532 67 286317 52 287096 52 287885 30 288664 30 289443 30
image_086,<empty>
image_087,<empty>
image_088,1:140708 35 141590 35 142472 35 143340 62 144222 62 145097 73 145979 73 146858 83 147740 83 148618 90 149500 90 150382 90 151261 97 152143 97 153022 103 153904 103 154782 110 155664 110 156546 110 157425 113 158307 113 159189 117 160071 117 160949 121 161831 121 162713 124 163595 124 164477 124 165359 124 166241 124 167123 128 168005 128 168884 131 169766 131 170648 131 171530 131 172412 131 173294 131 174176 131 175058 131 175940 131 176822 131 177704 131 178582 135 179464 135 180346 135 181228 135 182110 135 182992 135 183874 135 184756 135 185638 135 186520 135 187402 135 188284 135 189166 135 190048 135 190930 131 191812 131 192694 128 193576 128 194458 128 195340 128 196222 128 197108 124 197990 124 198872 120 199754 120 200639 114 201521 114 202403 114 203289 110 204171 110 205053 107 205935 107 206820 100 207702 100 208584 100 209470 93 210352 93 211237 86 212119 86 213008 76 213890 76 214775 66 215657 66 216539 66 217428 55 218310 55 219199 38 220081 38
image_089,1:43178 18 43734 18 44277 46 44325 2 44833 46 44881 2 45383 69 45932 78 46488 78 47040 87 47596 87 48148 91 48704 91 49257 98 49813 98 50367 105 50923 105 51479 109 52035 109 52589 111 53145 111 53701 111 54257 111 54811 113 55367 113 55925 111 56481 111 57037 111 57595 109 58151 109 58712 104 59268 104 59826 102 60382 102 60938 100 61494 100 62050 98 62606 98 63164 93 63720 93 64278 89 64834 89 65394 83 65950 83 66511 76 67067 76 67627 65 68190 52 68746 52 69315 26 69871 26~2:123646 3 124202 3 124752 11 125310 7 125866 7 126420 11 126976 11 127530 13 128086 13 128637 20 129193 20 129749 22 130305 22 130859 24 131415 24 131971 28 132527 28 133081 33 133637 33 134193 33 134749 33 135305 30 135861 30 136417 30 136971 30 137527 30 138083 28 138639 28 139195 28 139751 28 140307 26 140863 26 141417 28 141973 28 142529 28 143085 28 143638 31 144194 31 144750 33 144803 15 145306 33 145359 15 145860 42 145908 26 146416 42 146464 26 146972 83 147528 87 148084 87 148640 89 149196 89 149754 89 150310 89 150869 86 151425 86 151981 86 152537 86 153093 86 153649 86 154205 84 154761 84 155317 82 155873 82 156429 78 156985 78 157543 28 157580 28 158099 28 158136 28 158655 26 158698 18 159211 26 159256 16 159767 26 159812 16 160323 26 160368 18 160879 26 160924 18 161437 24 161480 18 161993 24 162036 18 162551 20 162592 20 162658 6 163107 20 163148 20 163214 6 163674 2 163704 33 163763 20 164230 2 164260 33 164319 20 164819 34 164873 26 165375 34 165429 26 165931 89 166487 89 167043 95 167599 95 168155 99 168711 99 169267 95 169823 93 170379 93 170935 91 171491 91 172049 82 172605 82 173161 39 173206 31 173717 39 173762 31 174275 32 174321 23 174831 32 174877 23 175389 28 175435 19 175945 28 175991 19 176503 7 176549 15 177059 7 177105 15 177663 11 178219 11
image_090,<empty>
image_091,1:31920 49 32484 49 33035 71 33599 71 34159 90 34723 90 35287 97 35846 106 36410 106 36974 108 37538 108 38098 114 38662 114 39226 117 39790 117 40352 121 40916 121 41480 123 42044 123 42606 127 43170 127 43734 127 44295 133 44859 133 45423 135 45987 135 46549 139 47113 139 47677 141 48241 141 48805 141 49369 141 49933 143 50497 143 51061 143 51625 143 52189 143 52751 148 53315 148 53879 148 54443 148 55007 150 55571 150 56137 148 56701 150 57265 150 57829 150 58393 150 58957 152 59521 152 60085 152 60649 152 61215 152 61779 152 62343 152 62907 152 63474 149 64040 147 64604 147 65170 145 65734 145 66300 143 66864 143 67430 141 67994 141 68561 136 69125 136 69691 134 70255 134 70821 132 71387 128 71951 128 72517 126 73081 126 73650 121 74214 121 74780 117 75344 117 75912 111 76476 111 77043 105 77607 105 78175 99 78743 93 79307 93 79876 84 80440 84 81008 77 81572 77 82143 66 82707 66 83275 55 83839 55 84412 40
image_092,1:87035 25 87843 25 88651 25 89450 41 90258 41 91056 60 91864 60 92672 60 93471 72 94279 72 95087 72 95885 85 96693 85 97501 85 98303 91 99111 91 99919 91 100724 101 101532 101 102337 107 103145 107 103953 107 104757 114 105565 114 106373 114 107181 120 107989 120 108797 120 109599 136 110407 136 111215 136 112020 145 112828 145 113630 161 114438 161 115246 161 116047 168 116855 168 117663 168 118468 177 119276 177 120084 177 120889 180 121697 180 122505 180 123310 189 124118 189 124926 189 125734 189 126542 189 127350 196 128158 196 128966 196 129774 196 130582 196 131390 196 132198 199 133006 199 133814 199 134398 9 134622 202 135206 9 135430 202 136001 41 136238 202 136809 41 137046 202 137617 41 137854 202 138419 57 138662 199 139227 57 139470 199 140035 57 140278 199 140840 72 141083 199 141648 72 141891 199 142456 72 142699 199 143261 82 143510 196 144069 82 144318 196 144873 92 145126 196 145681 92 145934 196 146489 92 146742 196 147294 98 147550 186 148102 98 148358 186 148910 98 149166 186 149718 101 149977 158 150526 101 150785 158 151334 101 151593 158 152139 107 152404 82 152502 44 152947 107 153212 82 153310 44 153755 107 154020 82 154118 44 154563 111 154831 73 155371 111 155639 73 156179 114 156450 64 156987 114 157258 64 157795 114 158066 64 158600 117 158878 12 158900 34 159408 117 159686 12 159708 34 160216 117 160494 12 160516 34 161024 120 161305 9 161327 28 161832 120 162113 9 162135 28 162640 120 162921 9 162943 28 163448 120 163757 13 164256 120 164565 13 165064 120 165373 13 165869 123 166677 123 167485 123 168293 123 169101 123 169909 123 170717 123 171525 123 172333 123 173141 123 173949 123 174754 126 175562 126 176370 126 177178 126 177986 126 178794 126 179602 126 180410 126 181218 126 182026 126 182834 126 183642 126 184450 126 185258 126 186062 130 186870 130 187678 130 188490 123 189298 123 190102 127 190910 127 191718 127 192526 127 193334 127 194142 127 194954 123 195762 123 196570 123 197378 120 198186 120 198994 120 199802 120 200610 120 201418 120 202226 120 203034 120 203842 120 204650 120 205458 120 206266 120 207074 120 207882 120 208693 113 209501 113 210309 113 211120 107 211928 107 212736 107 213544 107 214352 107 215163 101 215971 101 216779 101 217587 98 218395 98 219203 98 220014 92 220822 92 221630 92 222448 15 222467 3 222473 50 223256 15 223275 3 223281 50 224089 3 224095 3 224102 34 224897 3 224903 3 224910 34 225705 3 225711 3 225718 34 226532 22 227340 22 228148 22 228956 12 229764 12 230572 12~2:149639 7 150447 7 151255 7 152054 22 152862 22 153670 22 154468 41 155276 41 156081 51 156889 51 157697 51 158505 51 159313 51 160121 51 160929 54 161737 54 162545 54 163350 57 164158 57 164966 57 165771 60 166579 60 167387 60 168195 60 169003 60 169808 63 170616 63 171424 63 172229 47 172282 10 173037 47 173090 10 173845 47 173898 10 174649 48 175457 48 176265 48 177070 48 177878 48 178686 48 179494 48 180302 48 181107 51 181915 51 182723 51 183528 54 184336 54 185144 54 185955 47 186763 47 187571 47 188376 50 189184 50 189995 47 190803 47 191611 47 192419 47 193227 47 194035 47 194846 44 195654 44 196462 44 197270 41 198078 41 198886 41 199697 35 200505 35 201313 35 202121 35 202929 35 203737 32 204545 32 205353 32 206161 32 206969 32 207777 32 208585 29 209393 29 210201 29 211009 29 211817 29 212629 22 213437 22 214245 22 215053 22 215861 22 216669 22 217477 22 218285 22 219093 22 219901 22 220709 22 221517 22 222325 22 222463 4 222470 3 223133 22 223271 4 223278 3 223941 22 224070 19 224092 3 224098 4 224749 22 224878 19 224900 3 224906 4 225557 22 225686 19 225708 3 225714 4 226368 19 226500 32 227176 19 227308 32 227984 19 228116 32 228795 16 228931 25 229603 16 229739 25 230411 16 230547 25 231219 13 231358 31 232027 13 232166 31 232835 13 232974 31
image_093,2:60027 21 60792 21 61554 36 62319 36 63084 36 63843 48 64608 48 65370 60 66135 60 66897 69 67662 69 68427 69 69192 72 69957 72 70719 78 71484 78 72249 81 73014 81 73779 84 74544 84 75309 84 76074 84 76839 84 77598 90 78363 90 79128 87 79893 87 80658 87 81417 84 82182 84 82938 90 83703 90 84459 96 85224 96 85983 99 86748 99 87513 99 88275 99 89040 99 89805 96 90570 96 91335 93 92100 93 92865 93 93630 87 94395 87 95160 72 95235 3 95925 72 96000 3 96690 72 97455 72 98220 72 98985 72 99750 72 100515 69 101280 69 102045 69 102810 69 103575 69 104340 69 105105 69 105870 69 106635 69 107403 69 108168 69 108933 72 109698 72 110463 78 111228 78 111993 78 112758 78 113523 78 114288 81 115053 81 115818 81 116583 81 117348 81 118113 78 118878 78 119643 75 120408 75 121173 75 121938 75 122706 72 123471 72 124236 72 125001 66 125766 66 126531 66 127296 66 128064 63 128829 63 129594 63 130362 57 131127 57 131895 54 132660 54 133431 48 134196 48 134961 48 135726 48 136491 48 137259 42 138024 42 138789 45 139554 45 140322 42 141087 42 141852 42 142614 48 143379 48 144144 57 144909 57 145543 9 145671 63 146308 9 146436 63 147067 18 147198 69 147832 18 147963 69 148597 18 148728 69 149359 24 149472 3 149478 87 150124 24 150237 3 150243 87 150886 27 150990 111 151651 27 151755 111 152416 27 152491 143 153181 27 153256 143 153946 27 154021 143 154711 27 154783 146 155476 27 155548 146 156241 27 156310 152 157006 27 157075 152 157768 33 157834 158 158533 33 158599 158 159301 30 159364 161 160066 30 160129 161 160831 30 160894 161 161593 33 161659 161 162358 33 162424 161 163123 33 163183 170 163888 33 163948 170 164653 30 164707 176 165418 30 165472 176 166183 30 166237 176 166948 27 167002 176 167713 27 167767 176 168478 21 168532 179 169243 21 169297 179 170008 21 170062 179 170773 21 170827 179 171541 12 171595 176 172306 12 172360 176 173071 12 173125 176 173839 9 173887 179 174604 9 174652 179 175417 179 176182 179 176944 185 177709 185 178474 185 179239 185 180004 185 180760 194 181525 194 182269 3 182287 197 183034 3 183052 197 183790 227 184555 227 185320 227 186085 227 186850 227 187609 233 188374 233 189142 233 189907 233 190672 233 191431 239 192196 239 192961 239 193726 239 194488 242 195253 242 196015 245 196780 245 197545 245 198307 245 199072 245 199837 245 200602 245 201367 242 202132 242 202897 242 203665 239 204430 239 205180 9 205192 242 205945 9 205957 242 206707 15 206728 233 207472 15 207493 233 208234 257 208999 257 209764 257 210526 260 211291 260 212056 263 212821 263 213586 263 214351 263 215116 263 215881 263 216646 263 217414 260 218179 260 218944 263 219709 263 220477 260 221242 260 222007 260 222775 257 223540 257 224308 254 225073 254 225838 254 226603 254 227368 254 228136 251 228901 251 229669 248 230434 248 231205 242 231970 242 232735 239 233500 239 234265 239 235036 233 235801 233 236569 230 237334 230 238102 3 238120 209 238867 3 238885 209 239632 3 239650 209 240415 212 241180 212 241951 206 242716 206 243484 203 244249 203 245017 200 245782 200 246547 200 247315 197 248080 197 248848 194 249613 194 250378 194 251143 194 251908 194 252673 191 253438 191 254203 191 254968 191 255733 188 256498 188 257266 182 258031 182 258796 182 259561 179 260326 179 261091 179 261856 179 262621 176 263386 176 264151 176 264913 179 265678 179 266440 185 267205 185 267967 188 268732 188 269497 191 270262 191 271027 191 271786 197 272551 197 273295 224 274060 224 274819 233 275584 233 276349 233 277114 236 277879 236 278647 233 279412 233 280183 227 280948 227 281722 221 282487 221 283252 221 284020 215 284785 215 285553 209 286318 209 287086 203 287851 203 288616 203 289384 197 290149 197 290917 191 291682 191 292450 77 292542 93 293215 77 293307 93 293983 71 294078 84 294748 71 294843 84 295513 71 295608 84 296284 59 296376 78 297049 59 297141 78 297820 47 297909 9 297945 33 298585 47 298674 9 298710 33 299359 29 299478 21 300124 29 300243 21 300889 29 301008 21 301776 18 302541 18 303303 21 304068 21 304833 21 305598 21 306357 27 307122 27 307887 27 308643 36 309408 36 310167 42 310932 42 311697 42 312462 42 313227 42 313998 30 314763 30
image_094,1:105396 2 105868 2 106336 7 106806 11 107278 11 107750 11 108222 13 108694 13 109166 15 109638 15 110110 15 110582 15 111056 13 111528 13 112000 11 112472 9 112944 9 113418 4 113423 2
image_095,2:62426 13 63094 13 63751 31 64406 50 65074 50 65719 10 65734 60 65831 10 66387 10 66402 60 66499 10 67049 86 67143 8 67156 26 67717 86 67811 8 67824 26 68383 138 69051 138 69719 138 70384 144 71052 144 71720 146 72388 146 73056 149 73724 149 74392 152 75060 152 75728 154 76396 157 77064 157 77730 161 78398 161 79066 167 79734 167 80402 169 81070 169 81738 172 82406 174 83074 174 83742 177 84410 177 85078 177 85746 177 86414 180 87082 180 87747 183 88415 183 89083 183 89751 185 90419 185 91087 185 91755 185 92420 188 93088 188 93756 188 94424 188 95092 188 95760 188 96428 188 97096 188 97764 188 98435 188 99103 188 99771 188 100439 188 101107 188 101775 188 102443 188 103111 185 103779 185 104447 185 105115 185 105783 183 106451 183 107119 177 107787 172 108455 172 109126 164 109794 164 110462 159 111130 159 111798 154 112466 154 113134 148 113802 148 114470 146 115140 138 115808 138 116474 138 117142 138 117812 131 118480 131 119148 128 119816 128 120484 123 121152 118 121820 118 122488 115 123156 115 123824 112 124492 112 125160 107 125828 107 126494 107 127164 102 127832 102 128498 99 129166 99 129836 91 130504 91 131172 84 131840 84 132508 78 133176 73 133844 73 134515 68 135183 68 135853 55 136521 55 137189 53 137857 53 138528 47 139199 36 139867 36 140553 2 141221 2
image_096,1:25174 26 25243 14 25784 26 25853 14 26358 133 26968 133 27566 157 28173 170 28371 5 28783 170 28981 5 29391 224 30001 224 30611 246 31221 246 31817 269 32427 269 33037 276 33647 276 34257 281 34867 281 35477 283 36087 288 36697 288 37307 300 37917 300 38524 308 39134 308 39744 315 40061 3 40354 315 40671 3 40964 329 41574 329 42182 336 42792 346 43402 346 44012 355 44622 355 45230 364 45840 364 46447 370 47057 370 47665 374 48275 374 48883 378 49488 391 49881 2 50098 391 50491 2 50703 405 51313 405 51916 417 52526 417 53136 419 53746 419 54353 444 54963 444 55571 453 56179 460 56789 460 57399 462 58009 462 58616 474 59226 474 59834 479 60444 479 61054 481 61664 481 62272 488 62882 488 63489 496 64099 498 64709 498 65314 506 65924 506 66534 506 67144 506 67754 508 68364 508 68974 508 69584 508 70194 510 70804 510 71414 510 72022 515 72632 515 73242 515 73852 515 74460 519 75070 519 75680 519 76290 519 76900 519 77510 519 78120 519 78730 519 79340 519 79950 519 80560 519 81170 519 81780 519 82390 519 83000 519 83610 519 84220 517 84830 517 85440 517 86050 517 86662 515 87272 515 87882 512 88492 512 89102 512 89712 512 90324 510 90934 510 91544 510 92157 507 92767 507 93379 505 93989 505 94602 502 95212 502 95822 502 96432 502 97044 500 97654 500 98266 501 98876 501 99486 501 100099 500 100709 500 101319 500 101929 500 102541 500 103151 500 103761 500 104371 500 104981 503 105591 503 106201 503 106813 503 107423 503 108033 506 108643 506 109253 508 109863 508 110473 510 111083 510 111693 513 112303 513 112913 513 113523 513 114133 513 114741 517 115351 517 115961 515 116571 515 117181 517 117791 517 118401 517 119011 517 119621 517 120231 515 120841 515 121451 515 122061 515 122671 515 123281 515 123891 515 124501 515 125111 515 125721 515 126331 515 126941 515 127551 515 128161 515 128771 515 129381 515 129991 515 130599 517 131209 517 131819 517 132429 517 133039 517 133649 517 134259 517 134869 517 135479 517 136091 515 136701 515 137311 515 137921 515 138531 515 139141 515 139751 515 140363 513 140973 513 141581 517 142191 517 142803 515 143413 515 144021 522 144631 522 145243 522 145853 522 146461 524 147071 524 147683 525 148291 524 148901 524 149516 522 150126 522 150736 519 151346 519 151961 514 152571 514 153181 514 153791 514 154405 513 155015 510 155625 510 156238 507 156848 507 157460 505 158070 505 158683 502 159293 502 159903 502 160513 502 161125 500 161737 498 162347 498 162957 498 163567 498 164182 491 164792 491 165407 488 166017 488 166629 484 167239 484 167852 481 168469 474 169079 474 169696 467 170306 467 170928 453 171538 453 172153 448 172763 448 173382 436 173992 436 174609 429 175219 429 175839 417 176456 410 177066 410 177681 402 178291 402 178903 400 179513 400 180125 398 180735 398 181348 395 181958 395 182570 393 183183 390 183793 390 184405 388 185015 388 185630 383 186240 383 186852 381 187462 381 188075 378 188685 378 189299 374 189914 369 190524 369 191144 45 191213 290 191754 45 191823 290 192371 26 192437 286 192981 26 193047 286 193593 22 193665 281 194203 22 194275 281 194815 17 194887 279 195425 17 195497 279 196035 20 196107 279 196645 20 196717 276 197255 20 197327 276 197868 17 197939 272 198478 17 198549 272 199088 17 199162 267 199698 17 199772 267 200313 7 200384 260 200923 7 200994 260 201535 2 201611 239 201852 7 202145 2 202221 239 202462 7 202838 212 203448 212 204063 200 204676 181 205286 181 205900 170 206510 170 207127 122 207737 122 208352 38 208962 38 209582 12 210192 12 210802 5~2:189909 5 190519 5 191125 19 191189 24 191735 19 191799 24 192345 26 192397 40 192955 26 193007 40 193565 28 193615 50 194175 28 194225 50 194785 30 194832 55 195395 30 195442 55 196005 30 196055 52 196615 30 196665 52 197225 30 197275 52 197837 31 197885 54 198447 31 198495 54 199059 29 199105 57 199669 29 199715 57 200282 31 200320 64 200892 31 200930 64 201504 31 201537 74 202114 31 202147 74 202731 107 203341 107 203963 100 204580 96 205190 96 205807 93 206417 93 207032 29 207063 22 207092 35 207642 29 207673 22 207702 35 208257 21 208288 9 208314 2 208319 33 208390 74 208867 21 208898 9 208924 2 208929 33 209000 74 209479 12 209541 5 209548 34 209594 2 209601 86 210089 12 210151 5 210158 34 210204 2 210211 86 210783 2 210792 3 210797 5 210807 7 210816 2 210821 83 211433 76 212043 76 212660 65 213270 65 213880 62 214490 62 215103 57 215713 57 216325 55 216935 55 217550 45 218167 33 218777 33
image_097,2:76218 2 76835 2 77452 7 78069 7 78686 7 79303 7 79920 7 80537 7 81154 7 81761 3 81766 12 82378 3 82383 12 82976 39 83593 39 84210 39 84822 46 85439 46 86051 51 86668 51 87283 55 87900 55 88512 60 89129 60 89746 60 90358 68 90975 68 91590 75 92207 75 92819 80 93436 80 94053 80 94668 84 95285 84 95897 94 96514 94 97126 104 97743 104 98358 110 98975 110 99592 110 100206 118 100823 118 101438 125 102055 125 102669 133 103286 133 103901 140 104518 140 105135 140 105750 144 106367 144 106984 149 107601 149 108215 154 108832 154 109449 154 110066 159 110683 159 111298 164 111915 164 112532 164 113149 164 113766 166 114383 166 115000 166 115617 166 116234 166 116851 166 117468 166 118082 171 118699 171 119316 171 119933 171 120550 171 121167 171 121784 171 122401 171 123018 171 123638 168 124255 168 124872 166 125489 166 126106 166 126725 159 127342 159 127959 154 128576 154 129196 149 129813 149 130430 149 131049 145 131666 145 132283 142 132900 142 133519 138 134136 138 134756 132 135373 132 135990 132 136607 130 137224 130 137843 128 138460 128 139080 122 139697 122 140314 122 140931 122 141548 122 142167 118 142784 118 143403 114 144020 114 144640 108 145257 108 145874 108 146493 104 147110 104 147727 101 148344 101 148964 98 149581 98 150198 96 150815 96 151432 96 152051 92 152668 92 153287 90 153904 90 154524 84 155141 84 155758 84 156375 84 156992 84 157614 77 158231 77 158855 67 159472 67 160096 58 160713 58 161369 14 161986 14 162603 14
image_098,1:52573 7 53149 16 53730 16 54309 23 54890 23 55469 27 56050 29 56631 29 57212 29 57793 29 58374 32 58955 32 59536 32 60117 32 60698 32 61283 30 61864 30 62445 30 63029 27 63610 27 64193 25 64774 25 65366 12 65952 4 66533 4~2:65900 11 66481 11 67057 18 67638 18 68217 22 68796 20 69377 20 69955 23 70536 23 71117 21 71698 23 72279 23 72860 21 73441 21 74022 23 74603 25 75184 25 75765 27 76346 27 76927 27 77508 27 78092 24 78673 24 79254 24 79837 22 80418 22 81001 20 81584 16 82165 16 82749 18 83330 18 83917 3 83922 2 84503 2 85084 2 104547 7 105128 7 105703 13 106284 18 106865 18 107443 21 108024 21 108608 18 109195 7 109776 7
